event_id,timestamp,session_id,ordem_na_sessao,pagina_entrada,anonymous_id,usuario_id,identificado,empresa,cnpj_hash,perfil_real,area,pagina,oportunidade_id,categoria,modalidade,enviou_proposta,utm_source,utm_medium,utm_campaign,device,uf,porte_empresa
EV0001281,2026-06-29 09:15:21,anon_f32d5972c6-S003,11,0,anon_f32d5972c6,U0120,1,Fornecedor 0120 LTDA,a7240bb57341d84d,bloqueado_taxa_acesso,interna,detalhe_oportunidade,OP-2026-0051,logistica_transporte,pregao_eletronico,0,(direct),(none),,desktop,RN,Grande
EV0001282,2026-06-29 09:20:48,anon_efd4aac9a3-S002,1,1,anon_efd4aac9a3,,0,,,explorador_sem_conversao,publica,home_publica,,,,0,petronect_crm,email,aviso_oportunidade,mobile,ES,Pequeno
EV0001283,2026-06-29 09:20:54,anon_f32d5972c6-S003,12,0,anon_f32d5972c6,U0120,1,Fornecedor 0120 LTDA,a7240bb57341d84d,bloqueado_taxa_acesso,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,RN,Grande
EV0001284,2026-06-29 09:22:20,anon_efd4aac9a3-S002,2,0,anon_efd4aac9a3,,0,,,explorador_sem_conversao,publica,busca_publica,,,,0,petronect_crm,email,aviso_oportunidade,mobile,ES,Pequeno
EV0001285,2026-06-29 09:22:46,anon_cde61ede90-S002,1,1,anon_cde61ede90,,0,,,explorador_sem_conversao,publica,home_publica,,,,0,petronect_crm,email,aviso_oportunidade,desktop,AM,Pequeno
EV0001286,2026-06-29 09:23:21,anon_efd4aac9a3-S002,3,0,anon_efd4aac9a3,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,aviso_oportunidade,mobile,ES,Pequeno
EV0001287,2026-06-29 09:24:17,anon_cde61ede90-S002,2,0,anon_cde61ede90,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,aviso_oportunidade,desktop,AM,Pequeno
EV0001288,2026-06-29 09:25:39,anon_efd4aac9a3-S002,4,0,anon_efd4aac9a3,,0,,,explorador_sem_conversao,publica,busca_publica,,,,0,petronect_crm,email,aviso_oportunidade,mobile,ES,Pequeno
EV0001289,2026-06-29 09:27:03,anon_cde61ede90-S002,3,0,anon_cde61ede90,,0,,,explorador_sem_conversao,publica,detalhe_oportunidade_publica,OP-2026-0050,servicos_engenharia,pregao_eletronico,0,petronect_crm,email,aviso_oportunidade,desktop,AM,Pequeno
EV0001290,2026-06-29 09:27:13,anon_efd4aac9a3-S002,5,0,anon_efd4aac9a3,,0,,,explorador_sem_conversao,publica,busca_publica,,,,0,petronect_crm,email,aviso_oportunidade,mobile,ES,Pequeno
EV0001291,2026-06-29 09:30:34,anon_0d400035f0-S001,1,1,anon_0d400035f0,,0,,,anonimo_recorrente,publica,home_publica,,,,0,(direct),(none),,mobile,AM,
EV0001292,2026-06-29 09:47:02,anon_7504cc3ede-S001,1,1,anon_7504cc3ede,,0,,,inativo_em_risco,publica,lista_oportunidades_publicas,,,,0,google,organic,,desktop,RN,Grande
EV0001293,2026-06-29 09:48:37,anon_7504cc3ede-S001,2,0,anon_7504cc3ede,,0,,,inativo_em_risco,publica,lista_oportunidades_publicas,,,,0,google,organic,,desktop,RN,Grande
EV0001294,2026-06-29 09:51:40,anon_7504cc3ede-S001,3,0,anon_7504cc3ede,,0,,,inativo_em_risco,publica,detalhe_oportunidade_publica,OP-2026-0022,servicos_engenharia,pregao_eletronico,0,google,organic,,desktop,RN,Grande
EV0001295,2026-06-29 10:06:03,anon_cde61ede90-S003,1,1,anon_cde61ede90,,0,,,explorador_sem_conversao,publica,avisos,,,,0,(direct),(none),,desktop,AM,Pequeno
EV0001296,2026-06-29 10:12:51,anon_8c2646eaf9-S002,1,1,anon_8c2646eaf9,,0,,,anonimo_recorrente,publica,detalhe_oportunidade_publica,OP-2026-0019,eletrica_instrumentacao,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,desktop,RS,
EV0001297,2026-06-29 10:39:58,anon_5653ac2ab9-S004,1,1,anon_5653ac2ab9,,0,,,ativo_convertendo,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001298,2026-06-29 10:40:48,anon_5653ac2ab9-S004,2,0,anon_5653ac2ab9,,0,,,ativo_convertendo,publica,detalhe_oportunidade_publica,OP-2026-0054,epi_seguranca,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001299,2026-06-29 10:47:18,anon_5653ac2ab9-S004,3,0,anon_5653ac2ab9,,0,,,ativo_convertendo,publica,tenho_interesse,OP-2026-0054,epi_seguranca,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001300,2026-06-29 10:50:03,anon_5653ac2ab9-S004,4,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,publica,login,,,,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001301,2026-06-29 10:52:31,anon_5653ac2ab9-S004,5,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,painel_oportunidades,,,,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001302,2026-06-29 10:53:32,anon_5653ac2ab9-S004,6,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0054,epi_seguranca,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001303,2026-06-29 10:54:36,anon_5653ac2ab9-S004,7,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,envio_proposta,OP-2026-0054,epi_seguranca,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001304,2026-06-29 10:59:16,anon_5653ac2ab9-S004,8,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,minhas_participacoes,,,,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001305,2026-06-29 11:01:25,anon_5653ac2ab9-S004,9,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,painel_oportunidades,,,,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001306,2026-06-29 11:02:52,anon_5653ac2ab9-S004,10,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0054,epi_seguranca,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001307,2026-06-29 11:09:09,anon_5653ac2ab9-S004,11,0,anon_5653ac2ab9,U0018,1,Fornecedor 0018 LTDA,c2905c283c30acba,ativo_convertendo,interna,envio_proposta,OP-2026-0054,epi_seguranca,pregao_eletronico,1,petronect_crm,email,reengajamento_2026q3,mobile,MG,Medio
EV0001308,2026-06-29 11:21:52,anon_96fcd6bdca-S003,1,1,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,organic,,mobile,SE,Grande
EV0001309,2026-06-29 11:25:38,anon_c12408a6dc-S006,1,1,anon_c12408a6dc,U0080,1,Fornecedor 0080 LTDA,18bf4593fe300f49,inativo_em_risco,interna,painel_oportunidades,,,,0,google,organic,,desktop,AM,Medio
EV0001310,2026-06-29 11:25:55,anon_061d0af7f7-S002,1,1,anon_061d0af7f7,,0,,,anonimo_recorrente,publica,home_publica,,,,0,(direct),(none),,mobile,MG,
EV0001311,2026-06-29 11:27:06,anon_061d0af7f7-S002,2,0,anon_061d0af7f7,,0,,,anonimo_recorrente,publica,busca_publica,,,,0,(direct),(none),,mobile,MG,
EV0001312,2026-06-29 11:27:21,anon_c12408a6dc-S006,2,0,anon_c12408a6dc,U0080,1,Fornecedor 0080 LTDA,18bf4593fe300f49,inativo_em_risco,interna,detalhe_oportunidade,OP-2026-0052,logistica_transporte,pregao_eletronico,0,google,organic,,desktop,AM,Medio
EV0001313,2026-06-29 11:30:57,anon_c12408a6dc-S006,3,0,anon_c12408a6dc,U0080,1,Fornecedor 0080 LTDA,18bf4593fe300f49,inativo_em_risco,interna,painel_oportunidades,,,,0,google,organic,,desktop,AM,Medio
EV0001314,2026-06-29 11:31:17,anon_c12408a6dc-S006,4,0,anon_c12408a6dc,U0080,1,Fornecedor 0080 LTDA,18bf4593fe300f49,inativo_em_risco,interna,sala_colaboracao,OP-2026-0052,logistica_transporte,pregao_eletronico,0,google,organic,,desktop,AM,Medio
EV0001315,2026-06-29 11:35:18,anon_3a176132ed-S004,1,1,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,publica,home_publica,,,,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001316,2026-06-29 11:36:57,anon_3a176132ed-S004,2,0,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001317,2026-06-29 11:38:17,anon_f76b2d5b09-S002,1,1,anon_f76b2d5b09,,0,,,anonimo_recorrente,publica,avisos,,,,0,petronect_crm,email,aviso_oportunidade,desktop,RN,
EV0001318,2026-06-29 11:40:09,anon_3a176132ed-S004,3,0,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,publica,detalhe_oportunidade_publica,OP-2026-0074,servicos_engenharia,pregao_eletronico,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001319,2026-06-29 11:43:42,anon_3a176132ed-S004,4,0,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,publica,tenho_interesse,OP-2026-0074,servicos_engenharia,pregao_eletronico,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001320,2026-06-29 11:45:59,anon_3a176132ed-S004,5,0,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,publica,login,,,,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001321,2026-06-29 11:46:47,anon_3a176132ed-S004,6,0,anon_3a176132ed,U0049,1,Fornecedor 0049 LTDA,dc5244bbb07d7fa2,ativo_convertendo,interna,painel_oportunidades,,,,0,petronect_crm,email,aviso_oportunidade,mobile,SE,MEI
EV0001322,2026-06-29 12:04:26,anon_7fbec39a37-S003,1,1,anon_7fbec39a37,,0,,,bloqueado_taxa_acesso,publica,avisos,,,,0,linkedin,social,marca_empregadora,desktop,PR,Pequeno
EV0001323,2026-06-29 12:24:37,anon_41aa448259-S002,1,1,anon_41aa448259,,0,,,explorador_sem_conversao,publica,home_publica,,,,0,(direct),(none),,desktop,ES,MEI
EV0001324,2026-06-29 12:27:00,anon_41aa448259-S002,2,0,anon_41aa448259,,0,,,explorador_sem_conversao,publica,quer_se_cadastrar,,,,0,(direct),(none),,desktop,ES,MEI
EV0001325,2026-06-29 12:27:18,anon_41aa448259-S002,3,0,anon_41aa448259,U0099,1,Fornecedor 0099 LTDA,f8cc3c515e323210,explorador_sem_conversao,publica,iniciar_identificacao,,,,0,(direct),(none),,desktop,ES,MEI
EV0001326,2026-06-29 12:28:21,anon_41aa448259-S002,4,0,anon_41aa448259,U0099,1,Fornecedor 0099 LTDA,f8cc3c515e323210,explorador_sem_conversao,interna,cadastro_fornecedor,,,,0,(direct),(none),,desktop,ES,MEI
EV0001327,2026-06-29 12:36:09,anon_41aa448259-S002,5,0,anon_41aa448259,U0099,1,Fornecedor 0099 LTDA,f8cc3c515e323210,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,ES,MEI
EV0001328,2026-06-29 12:38:45,anon_41aa448259-S002,6,0,anon_41aa448259,U0099,1,Fornecedor 0099 LTDA,f8cc3c515e323210,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0002,tubulacao_conexoes,dispensa_eletronica,0,(direct),(none),,desktop,ES,MEI
EV0001329,2026-06-29 12:41:39,anon_41aa448259-S002,7,0,anon_41aa448259,U0099,1,Fornecedor 0099 LTDA,f8cc3c515e323210,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0002,tubulacao_conexoes,dispensa_eletronica,0,(direct),(none),,desktop,ES,MEI
EV0001330,2026-06-29 13:36:32,anon_f290604f62-S003,1,1,anon_f290604f62,,0,,,inativo_em_risco,publica,lista_oportunidades_publicas,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001331,2026-06-29 13:39:27,anon_f290604f62-S003,2,0,anon_f290604f62,,0,,,inativo_em_risco,publica,lista_oportunidades_publicas,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001332,2026-06-29 13:41:13,anon_f290604f62-S003,3,0,anon_f290604f62,,0,,,inativo_em_risco,publica,detalhe_oportunidade_publica,OP-2026-0058,logistica_transporte,pregao_eletronico,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001333,2026-06-29 13:42:48,anon_f290604f62-S003,4,0,anon_f290604f62,,0,,,inativo_em_risco,publica,tenho_interesse,OP-2026-0058,logistica_transporte,pregao_eletronico,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001334,2026-06-29 13:43:28,anon_f290604f62-S003,5,0,anon_f290604f62,U0021,1,Fornecedor 0021 LTDA,13c1c817dd4352be,inativo_em_risco,publica,login,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001335,2026-06-29 13:44:35,anon_f290604f62-S003,6,0,anon_f290604f62,U0021,1,Fornecedor 0021 LTDA,13c1c817dd4352be,inativo_em_risco,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001336,2026-06-29 13:46:58,anon_f290604f62-S003,7,0,anon_f290604f62,U0021,1,Fornecedor 0021 LTDA,13c1c817dd4352be,inativo_em_risco,interna,detalhe_oportunidade,OP-2026-0058,logistica_transporte,pregao_eletronico,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001337,2026-06-29 13:49:23,anon_f290604f62-S003,8,0,anon_f290604f62,U0021,1,Fornecedor 0021 LTDA,13c1c817dd4352be,inativo_em_risco,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001338,2026-06-29 13:51:11,anon_f290604f62-S003,9,0,anon_f290604f62,U0021,1,Fornecedor 0021 LTDA,13c1c817dd4352be,inativo_em_risco,interna,minhas_participacoes,,,,0,google,cpc,fornecedores_oleo_gas,mobile,SC,Medio
EV0001339,2026-06-29 14:04:31,anon_457428a656-S006,1,1,anon_457428a656,U0034,1,Fornecedor 0034 LTDA,65d86976b51fef29,ativo_convertendo,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,SP,Pequeno
EV0001340,2026-06-29 14:05:34,anon_457428a656-S006,2,0,anon_457428a656,U0034,1,Fornecedor 0034 LTDA,65d86976b51fef29,ativo_convertendo,interna,meus_dados,,,,0,(direct),(none),,desktop,SP,Pequeno
EV0001341,2026-06-29 14:15:14,anon_f59c10c572-S005,1,1,anon_f59c10c572,,0,,,explorador_sem_conversao,publica,home_publica,,,,0,(direct),(none),,desktop,PE,Pequeno
EV0001342,2026-06-29 14:17:27,anon_f59c10c572-S005,2,0,anon_f59c10c572,,0,,,explorador_sem_conversao,publica,quer_se_cadastrar,,,,0,(direct),(none),,desktop,PE,Pequeno
EV0001343,2026-06-29 14:29:18,anon_d2a2a9d4d8-S004,1,1,anon_d2a2a9d4d8,U0083,1,Fornecedor 0083 LTDA,9b56c24f69a848e0,inativo_em_risco,interna,painel_oportunidades,,,,0,google,organic,,desktop,MG,MEI
EV0001344,2026-06-29 14:30:07,anon_d2a2a9d4d8-S004,2,0,anon_d2a2a9d4d8,U0083,1,Fornecedor 0083 LTDA,9b56c24f69a848e0,inativo_em_risco,interna,minhas_participacoes,,,,0,google,organic,,desktop,MG,MEI
EV0001345,2026-06-29 14:30:57,anon_e233107475-S001,1,1,anon_e233107475,,0,,,anonimo_recorrente,publica,lista_oportunidades_publicas,,,,0,google,organic,,desktop,SE,
EV0001346,2026-06-29 14:33:01,anon_d2a2a9d4d8-S004,3,0,anon_d2a2a9d4d8,U0083,1,Fornecedor 0083 LTDA,9b56c24f69a848e0,inativo_em_risco,interna,sala_colaboracao,OP-2026-0074,servicos_engenharia,pregao_eletronico,0,google,organic,,desktop,MG,MEI
EV0001347,2026-06-29 14:34:05,anon_e233107475-S001,2,0,anon_e233107475,,0,,,anonimo_recorrente,publica,detalhe_oportunidade_publica,OP-2026-0022,servicos_engenharia,pregao_eletronico,0,google,organic,,desktop,SE,
EV0001348,2026-06-29 14:35:00,anon_e233107475-S001,3,0,anon_e233107475,,0,,,anonimo_recorrente,publica,tenho_interesse,OP-2026-0022,servicos_engenharia,pregao_eletronico,0,google,organic,,desktop,SE,
EV0001349,2026-06-29 14:36:05,anon_e233107475-S001,4,0,anon_e233107475,,1,,,anonimo_recorrente,publica,iniciar_identificacao,,,,0,google,organic,,desktop,SE,
EV0001350,2026-06-29 14:36:46,anon_d2a2a9d4d8-S004,4,0,anon_d2a2a9d4d8,U0083,1,Fornecedor 0083 LTDA,9b56c24f69a848e0,inativo_em_risco,interna,detalhe_oportunidade,OP-2026-0054,epi_seguranca,pregao_eletronico,0,google,organic,,desktop,MG,MEI
EV0001351,2026-06-29 14:37:27,anon_e233107475-S001,5,0,anon_e233107475,,1,,,anonimo_recorrente,interna,cadastro_fornecedor,,,,0,google,organic,,desktop,SE,
EV0001352,2026-06-29 14:39:58,anon_2ad499da99-S003,1,1,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,organic,,mobile,SE,Medio
EV0001353,2026-06-29 14:41:47,anon_2ad499da99-S003,2,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,meus_dados,,,,0,google,organic,,mobile,SE,Medio
EV0001354,2026-06-29 14:42:27,anon_d2a2a9d4d8-S004,5,0,anon_d2a2a9d4d8,U0083,1,Fornecedor 0083 LTDA,9b56c24f69a848e0,inativo_em_risco,interna,sala_colaboracao,OP-2026-0054,epi_seguranca,pregao_eletronico,0,google,organic,,desktop,MG,MEI
EV0001355,2026-06-29 14:43:45,anon_2ad499da99-S003,3,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,organic,,mobile,SE,Medio
EV0001356,2026-06-29 14:45:34,anon_2ad499da99-S003,4,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,organic,,mobile,SE,Medio
EV0001357,2026-06-29 14:47:29,anon_e233107475-S001,6,0,anon_e233107475,,1,,,anonimo_recorrente,interna,cadastro_fornecedor,,,,0,google,organic,,desktop,SE,
EV0001358,2026-06-29 14:47:42,anon_2ad499da99-S003,5,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0048,eletrica_instrumentacao,pregao_eletronico,0,google,organic,,mobile,SE,Medio
EV0001359,2026-06-29 14:55:28,anon_e233107475-S001,7,0,anon_e233107475,,1,,,anonimo_recorrente,interna,cadastro_fornecedor,,,,0,google,organic,,desktop,SE,
EV0001360,2026-06-29 14:59:53,anon_fcd32e6dcd-S002,1,1,anon_fcd32e6dcd,U0054,1,Fornecedor 0054 LTDA,dcae3e396e5c38e4,inativo_em_risco,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,MG,MEI
EV0001361,2026-06-29 15:02:21,anon_fcd32e6dcd-S002,2,0,anon_fcd32e6dcd,U0054,1,Fornecedor 0054 LTDA,dcae3e396e5c38e4,inativo_em_risco,interna,detalhe_oportunidade,OP-2026-0051,logistica_transporte,pregao_eletronico,0,(direct),(none),,desktop,MG,MEI
EV0001362,2026-06-29 15:05:38,anon_fcd32e6dcd-S002,3,0,anon_fcd32e6dcd,U0054,1,Fornecedor 0054 LTDA,dcae3e396e5c38e4,inativo_em_risco,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,MG,MEI
EV0001363,2026-06-29 15:06:15,anon_fcd32e6dcd-S002,4,0,anon_fcd32e6dcd,U0054,1,Fornecedor 0054 LTDA,dcae3e396e5c38e4,inativo_em_risco,interna,meus_dados,,,,0,(direct),(none),,desktop,MG,MEI
EV0001364,2026-06-29 16:22:10,anon_3992f837d4-S003,1,1,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,PE,Medio
EV0001365,2026-06-29 16:24:23,anon_3992f837d4-S003,2,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0048,eletrica_instrumentacao,pregao_eletronico,0,(direct),(none),,desktop,PE,Medio
EV0001366,2026-06-29 16:25:43,anon_3992f837d4-S003,3,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001367,2026-06-29 16:29:38,anon_3992f837d4-S003,4,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,sala_colaboracao,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001368,2026-06-29 16:31:54,anon_3992f837d4-S003,5,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001369,2026-06-29 16:36:59,anon_3992f837d4-S003,6,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,sala_colaboracao,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001370,2026-06-29 16:39:03,anon_3992f837d4-S003,7,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,minhas_participacoes,,,,0,(direct),(none),,desktop,PE,Medio
EV0001371,2026-06-29 16:41:13,anon_f0aa38d0a1-S002,1,1,anon_f0aa38d0a1,,0,,,explorador_sem_conversao,publica,detalhe_oportunidade_publica,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,petronect_crm,email,aviso_oportunidade,desktop,RN,Medio
EV0001372,2026-06-29 16:41:40,anon_3992f837d4-S003,8,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,sala_colaboracao,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001373,2026-06-29 16:48:04,anon_3992f837d4-S003,9,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,interna,detalhe_oportunidade,OP-2026-0032,servicos_manutencao,dispensa_eletronica,0,(direct),(none),,desktop,PE,Medio
EV0001374,2026-06-29 17:26:15,anon_6f5e368127-S003,1,1,anon_6f5e368127,,0,,,anonimo_recorrente,publica,busca_publica,,,,0,google,organic,,tablet,PR,
EV0001375,2026-06-29 17:27:12,anon_6f5e368127-S003,2,0,anon_6f5e368127,,0,,,anonimo_recorrente,publica,lista_oportunidades_publicas,,,,0,google,organic,,tablet,PR,
EV0001376,2026-06-29 17:30:22,anon_6f5e368127-S003,3,0,anon_6f5e368127,,0,,,anonimo_recorrente,publica,detalhe_oportunidade_publica,OP-2026-0052,logistica_transporte,pregao_eletronico,0,google,organic,,tablet,PR,
EV0001377,2026-06-29 17:37:01,anon_6f5e368127-S003,4,0,anon_6f5e368127,,0,,,anonimo_recorrente,publica,tenho_interesse,OP-2026-0052,logistica_transporte,pregao_eletronico,0,google,organic,,tablet,PR,
EV0001378,2026-06-29 17:37:16,anon_b3cb08587d-S004,1,1,anon_b3cb08587d,,0,,,inativo_em_risco,publica,detalhe_oportunidade_publica,OP-2026-0019,eletrica_instrumentacao,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,mobile,MG,Grande
EV0001379,2026-06-29 17:39:03,anon_6f5e368127-S003,5,0,anon_6f5e368127,,1,,,anonimo_recorrente,publica,iniciar_identificacao,,,,0,google,organic,,tablet,PR,
EV0001380,2026-06-29 17:41:26,anon_6f5e368127-S003,6,0,anon_6f5e368127,,1,,,anonimo_recorrente,interna,cadastro_fornecedor,,,,0,google,organic,,tablet,PR,
EV0001381,2026-06-29 17:44:44,anon_6f5e368127-S003,7,0,anon_6f5e368127,,1,,,anonimo_recorrente,interna,painel_oportunidades,,,,0,google,organic,,tablet,PR,
EV0001382,2026-06-29 17:45:28,anon_6f5e368127-S003,8,0,anon_6f5e368127,,1,,,anonimo_recorrente,interna,detalhe_oportunidade,OP-2026-0051,logistica_transporte,pregao_eletronico,0,google,organic,,tablet,PR,
EV0001383,2026-06-29 17:51:00,anon_e763b4c08b-S004,1,1,anon_e763b4c08b,U0013,1,Fornecedor 0013 LTDA,0f23f0914af16ef0,ativo_convertendo,interna,minhas_participacoes,,,,0,(direct),(none),,desktop,MG,Grande
EV0001384,2026-06-29 18:45:35,anon_76dde9f863-S002,1,1,anon_76dde9f863,,0,,,inativo_em_risco,publica,home_publica,,,,0,linkedin,social,marca_empregadora,desktop,SE,Grande
EV0001385,2026-06-29 19:10:09,anon_d8b61e5fdb-S001,1,1,anon_d8b61e5fdb,,0,,,anonimo_recorrente,publica,avisos,,,,0,(direct),(none),,desktop,BA,
EV0001386,2026-06-29 20:28:14,anon_3992f837d4-S004,1,1,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,publica,home_publica,,,,0,petronect_crm,email,reengajamento_2026q3,desktop,PE,Medio
EV0001387,2026-06-29 20:30:13,anon_3992f837d4-S004,2,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,publica,busca_publica,,,,0,petronect_crm,email,reengajamento_2026q3,desktop,PE,Medio
EV0001388,2026-06-29 20:31:26,anon_3992f837d4-S004,3,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,publica,busca_publica,,,,0,petronect_crm,email,reengajamento_2026q3,desktop,PE,Medio
EV0001389,2026-06-29 20:33:52,anon_3992f837d4-S004,4,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,reengajamento_2026q3,desktop,PE,Medio
EV0001390,2026-06-29 20:35:12,anon_3992f837d4-S004,5,0,anon_3992f837d4,U0104,1,Fornecedor 0104 LTDA,ce533c0a53fa8919,ativo_convertendo,publica,detalhe_oportunidade_publica,OP-2026-0027,logistica_transporte,pregao_eletronico,0,petronect_crm,email,reengajamento_2026q3,desktop,PE,Medio
